"config_id","config_label","sigma","rep","method","method_label","pred_rho","pred_theta","rho_mse","theta_mse","reconstructed_mean_distance","processed_active_pixels"
"diag_pos_full","Положительная диагональ",0.2,1,"cssa_row_row","CSSA ROW-ROW",0,2.36,0,1.44819048961587e-05,0.353553390593274,181
"diag_pos_full","Положительная диагональ",0.2,1,"bm3d","BM3D",0,2.36,0,1.44819048961587e-05,0.353553390593274,105
"diag_pos_full","Положительная диагональ",0.2,1,"median","Median",0,2.36,0,1.44819048961587e-05,0.353553390593274,1284
"diag_pos_full","Положительная диагональ",0.2,1,"wiener","Wiener",0,2.36,0,1.44819048961587e-05,0.353553390593274,489
"diag_pos_full","Положительная диагональ",0.2,1,"quantile_09","Quantile 0.9",0,2.36,0,1.44819048961587e-05,0.353553390593274,1000
"diag_pos_full","Положительная диагональ",0.2,2,"cssa_row_row","CSSA ROW-ROW",0,2.36,0,1.44819048961587e-05,0.353553390593274,181
"diag_pos_full","Положительная диагональ",0.2,2,"bm3d","BM3D",0,2.36,0,1.44819048961587e-05,0.353553390593274,100
"diag_pos_full","Положительная диагональ",0.2,2,"median","Median",0,2.36,0,1.44819048961587e-05,0.353553390593274,1203
"diag_pos_full","Положительная диагональ",0.2,2,"wiener","Wiener",0,2.36,0,1.44819048961587e-05,0.353553390593274,487
"diag_pos_full","Положительная диагональ",0.2,2,"quantile_09","Quantile 0.9",0,2.36,0,1.44819048961587e-05,0.353553390593274,1000
"diag_pos_full","Положительная диагональ",0.2,3,"cssa_row_row","CSSA ROW-ROW",0,2.36,0,1.44819048961587e-05,0.353553390593274,168
"diag_pos_full","Положительная диагональ",0.2,3,"bm3d","BM3D",0,2.36,0,1.44819048961587e-05,0.353553390593274,100
"diag_pos_full","Положительная диагональ",0.2,3,"median","Median",0,2.36,0,1.44819048961587e-05,0.353553390593274,1197
"diag_pos_full","Положительная диагональ",0.2,3,"wiener","Wiener",0,2.36,0,1.44819048961587e-05,0.353553390593274,463
"diag_pos_full","Положительная диагональ",0.2,3,"quantile_09","Quantile 0.9",0,2.36,0,1.44819048961587e-05,0.353553390593274,1000
"diag_pos_full","Положительная диагональ",0.2,4,"cssa_row_row","CSSA ROW-ROW",0,2.36,0,1.44819048961587e-05,0.353553390593274,161
"diag_pos_full","Положительная диагональ",0.2,4,"bm3d","BM3D",0,2.36,0,1.44819048961587e-05,0.353553390593274,101
"diag_pos_full","Положительная диагональ",0.2,4,"median","Median",0,2.36,0,1.44819048961587e-05,0.353553390593274,1239
"diag_pos_full","Положительная диагональ",0.2,4,"wiener","Wiener",0,2.36,0,1.44819048961587e-05,0.353553390593274,479
"diag_pos_full","Положительная диагональ",0.2,4,"quantile_09","Quantile 0.9",0,2.36,0,1.44819048961587e-05,0.353553390593274,1000
"diag_pos_full","Положительная диагональ",0.2,5,"cssa_row_row","CSSA ROW-ROW",0,2.36,0,1.44819048961587e-05,0.353553390593274,170
"diag_pos_full","Положительная диагональ",0.2,5,"bm3d","BM3D",0,2.36,0,1.44819048961587e-05,0.353553390593274,100
"diag_pos_full","Положительная диагональ",0.2,5,"median","Median",0,2.36,0,1.44819048961587e-05,0.353553390593274,1180
"diag_pos_full","Положительная диагональ",0.2,5,"wiener","Wiener",0,2.36,0,1.44819048961587e-05,0.353553390593274,478
"diag_pos_full","Положительная диагональ",0.2,5,"quantile_09","Quantile 0.9",0,2.36,0,1.44819048961587e-05,0.353553390593274,1000
"diag_pos_full","Положительная диагональ",0.2,6,"cssa_row_row","CSSA ROW-ROW",0,2.36,0,1.44819048961587e-05,0.353553390593274,157
"diag_pos_full","Положительная диагональ",0.2,6,"bm3d","BM3D",0,2.36,0,1.44819048961587e-05,0.353553390593274,100
"diag_pos_full","Положительная диагональ",0.2,6,"median","Median",0,2.36,0,1.44819048961587e-05,0.353553390593274,1202
"diag_pos_full","Положительная диагональ",0.2,6,"wiener","Wiener",0,2.36,0,1.44819048961587e-05,0.353553390593274,445
"diag_pos_full","Положительная диагональ",0.2,6,"quantile_09","Quantile 0.9",0,2.36,0,1.44819048961587e-05,0.353553390593274,1000
"diag_pos_full","Положительная диагональ",0.2,7,"cssa_row_row","CSSA ROW-ROW",0,2.36,0,1.44819048961587e-05,0.353553390593274,155
"diag_pos_full","Положительная диагональ",0.2,7,"bm3d","BM3D",0,2.36,0,1.44819048961587e-05,0.353553390593274,100
"diag_pos_full","Положительная диагональ",0.2,7,"median","Median",0,2.36,0,1.44819048961587e-05,0.353553390593274,1171
"diag_pos_full","Положительная диагональ",0.2,7,"wiener","Wiener",0,2.36,0,1.44819048961587e-05,0.353553390593274,403
"diag_pos_full","Положительная диагональ",0.2,7,"quantile_09","Quantile 0.9",0,2.36,0,1.44819048961587e-05,0.353553390593274,1000
"diag_pos_full","Положительная диагональ",0.2,8,"cssa_row_row","CSSA ROW-ROW",0,2.36,0,1.44819048961587e-05,0.353553390593274,161
"diag_pos_full","Положительная диагональ",0.2,8,"bm3d","BM3D",0,2.36,0,1.44819048961587e-05,0.353553390593274,100
"diag_pos_full","Положительная диагональ",0.2,8,"median","Median",0,2.36,0,1.44819048961587e-05,0.353553390593274,1160
"diag_pos_full","Положительная диагональ",0.2,8,"wiener","Wiener",0,2.36,0,1.44819048961587e-05,0.353553390593274,464
"diag_pos_full","Положительная диагональ",0.2,8,"quantile_09","Quantile 0.9",0,2.36,0,1.44819048961587e-05,0.353553390593274,1000
"diag_pos_full","Положительная диагональ",0.2,9,"cssa_row_row","CSSA ROW-ROW",0,2.36,0,1.44819048961587e-05,0.353553390593274,177
"diag_pos_full","Положительная диагональ",0.2,9,"bm3d","BM3D",0,2.36,0,1.44819048961587e-05,0.353553390593274,101
"diag_pos_full","Положительная диагональ",0.2,9,"median","Median",0,2.36,0,1.44819048961587e-05,0.353553390593274,1228
"diag_pos_full","Положительная диагональ",0.2,9,"wiener","Wiener",0,2.36,0,1.44819048961587e-05,0.353553390593274,478
"diag_pos_full","Положительная диагональ",0.2,9,"quantile_09","Quantile 0.9",0,2.36,0,1.44819048961587e-05,0.353553390593274,1000
"diag_pos_full","Положительная диагональ",0.2,10,"cssa_row_row","CSSA ROW-ROW",0,2.36,0,1.44819048961587e-05,0.353553390593274,188
"diag_pos_full","Положительная диагональ",0.2,10,"bm3d","BM3D",0,2.36,0,1.44819048961587e-05,0.353553390593274,101
"diag_pos_full","Положительная диагональ",0.2,10,"median","Median",0,2.36,0,1.44819048961587e-05,0.353553390593274,1275
"diag_pos_full","Положительная диагональ",0.2,10,"wiener","Wiener",0,2.36,0,1.44819048961587e-05,0.353553390593274,462
"diag_pos_full","Положительная диагональ",0.2,10,"quantile_09","Quantile 0.9",0,2.36,0,1.44819048961587e-05,0.353553390593274,1000
"diag_neg_full","Отрицательная диагональ",0.2,1,"cssa_row_row","CSSA ROW-ROW",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,173
"diag_neg_full","Отрицательная диагональ",0.2,1,"bm3d","BM3D",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,101
"diag_neg_full","Отрицательная диагональ",0.2,1,"median","Median",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,1094
"diag_neg_full","Отрицательная диагональ",0.2,1,"wiener","Wiener",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,430
"diag_neg_full","Отрицательная диагональ",0.2,1,"quantile_09","Quantile 0.9",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,1000
"diag_neg_full","Отрицательная диагональ",0.2,2,"cssa_row_row","CSSA ROW-ROW",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,179
"diag_neg_full","Отрицательная диагональ",0.2,2,"bm3d","BM3D",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,101
"diag_neg_full","Отрицательная диагональ",0.2,2,"median","Median",71,0.78,0.1745442225354,2.91401680655501e-05,0.353553390593274,1308
"diag_neg_full","Отрицательная диагональ",0.2,2,"wiener","Wiener",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,517
"diag_neg_full","Отрицательная диагональ",0.2,2,"quantile_09","Quantile 0.9",71,0.78,0.1745442225354,2.91401680655501e-05,0.353553390593274,1000
"diag_neg_full","Отрицательная диагональ",0.2,3,"cssa_row_row","CSSA ROW-ROW",71,0.78,0.1745442225354,2.91401680655501e-05,0.353553390593274,162
"diag_neg_full","Отрицательная диагональ",0.2,3,"bm3d","BM3D",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,100
"diag_neg_full","Отрицательная диагональ",0.2,3,"median","Median",72,0.78,0.338974422852812,2.91401680655501e-05,0.346482322781408,1368
"diag_neg_full","Отрицательная диагональ",0.2,3,"wiener","Wiener",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,495
"diag_neg_full","Отрицательная диагональ",0.2,3,"quantile_09","Quantile 0.9",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,1000
"diag_neg_full","Отрицательная диагональ",0.2,4,"cssa_row_row","CSSA ROW-ROW",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,181
"diag_neg_full","Отрицательная диагональ",0.2,4,"bm3d","BM3D",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,100
"diag_neg_full","Отрицательная диагональ",0.2,4,"median","Median",71,0.78,0.1745442225354,2.91401680655501e-05,0.353553390593274,1169
"diag_neg_full","Отрицательная диагональ",0.2,4,"wiener","Wiener",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,468
"diag_neg_full","Отрицательная диагональ",0.2,4,"quantile_09","Quantile 0.9",71,0.78,0.1745442225354,2.91401680655501e-05,0.353553390593274,1000
"diag_neg_full","Отрицательная диагональ",0.2,5,"cssa_row_row","CSSA ROW-ROW",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,167
"diag_neg_full","Отрицательная диагональ",0.2,5,"bm3d","BM3D",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,100
"diag_neg_full","Отрицательная диагональ",0.2,5,"median","Median",72,0.78,0.338974422852812,2.91401680655501e-05,0.346482322781408,1176
"diag_neg_full","Отрицательная диагональ",0.2,5,"wiener","Wiener",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,467
"diag_neg_full","Отрицательная диагональ",0.2,5,"quantile_09","Quantile 0.9",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,1000
"diag_neg_full","Отрицательная диагональ",0.2,6,"cssa_row_row","CSSA ROW-ROW",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,172
"diag_neg_full","Отрицательная диагональ",0.2,6,"bm3d","BM3D",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,100
"diag_neg_full","Отрицательная диагональ",0.2,6,"median","Median",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,1361
"diag_neg_full","Отрицательная диагональ",0.2,6,"wiener","Wiener",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,473
"diag_neg_full","Отрицательная диагональ",0.2,6,"quantile_09","Quantile 0.9",71,0.78,0.1745442225354,2.91401680655501e-05,0.353553390593274,1000
"diag_neg_full","Отрицательная диагональ",0.2,7,"cssa_row_row","CSSA ROW-ROW",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,165
"diag_neg_full","Отрицательная диагональ",0.2,7,"bm3d","BM3D",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,100
"diag_neg_full","Отрицательная диагональ",0.2,7,"median","Median",72,0.78,0.338974422852812,2.91401680655501e-05,0.346482322781408,1207
"diag_neg_full","Отрицательная диагональ",0.2,7,"wiener","Wiener",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,468
"diag_neg_full","Отрицательная диагональ",0.2,7,"quantile_09","Quantile 0.9",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,1000
"diag_neg_full","Отрицательная диагональ",0.2,8,"cssa_row_row","CSSA ROW-ROW",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,178
"diag_neg_full","Отрицательная диагональ",0.2,8,"bm3d","BM3D",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,100
"diag_neg_full","Отрицательная диагональ",0.2,8,"median","Median",72,0.79,0.338974422852812,2.11769001165851e-05,0.353553390593274,1325
"diag_neg_full","Отрицательная диагональ",0.2,8,"wiener","Wiener",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,479
"diag_neg_full","Отрицательная диагональ",0.2,8,"quantile_09","Quantile 0.9",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,1000
"diag_neg_full","Отрицательная диагональ",0.2,9,"cssa_row_row","CSSA ROW-ROW",71,0.78,0.1745442225354,2.91401680655501e-05,0.353553390593274,167
"diag_neg_full","Отрицательная диагональ",0.2,9,"bm3d","BM3D",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,100
"diag_neg_full","Отрицательная диагональ",0.2,9,"median","Median",71,0.8,0.1745442225354,0.00021321363216762,0.5939696961967,1340
"diag_neg_full","Отрицательная диагональ",0.2,9,"wiener","Wiener",71,0.78,0.1745442225354,2.91401680655501e-05,0.353553390593274,476
"diag_neg_full","Отрицательная диагональ",0.2,9,"quantile_09","Quantile 0.9",71,0.78,0.1745442225354,2.91401680655501e-05,0.353553390593274,1000
"diag_neg_full","Отрицательная диагональ",0.2,10,"cssa_row_row","CSSA ROW-ROW",71,0.78,0.1745442225354,2.91401680655501e-05,0.353553390593274,162
"diag_neg_full","Отрицательная диагональ",0.2,10,"bm3d","BM3D",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,100
"diag_neg_full","Отрицательная диагональ",0.2,10,"median","Median",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,1217
"diag_neg_full","Отрицательная диагональ",0.2,10,"wiener","Wiener",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,422
"diag_neg_full","Отрицательная диагональ",0.2,10,"quantile_09","Quantile 0.9",71,0.79,0.1745442225354,2.11769001165851e-05,0.353553390593274,1000
"steep_full","Крутая прямая",0.2,1,"cssa_row_row","CSSA ROW-ROW",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,183
"steep_full","Крутая прямая",0.2,1,"bm3d","BM3D",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,102
"steep_full","Крутая прямая",0.2,1,"median","Median",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,1294
"steep_full","Крутая прямая",0.2,1,"wiener","Wiener",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,470
"steep_full","Крутая прямая",0.2,1,"quantile_09","Quantile 0.9",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,1000
"steep_full","Крутая прямая",0.2,2,"cssa_row_row","CSSA ROW-ROW",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,157
"steep_full","Крутая прямая",0.2,2,"bm3d","BM3D",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,100
"steep_full","Крутая прямая",0.2,2,"median","Median",0,2.68,0.2,4.2228417412524e-06,0.66856173872721,1231
"steep_full","Крутая прямая",0.2,2,"wiener","Wiener",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,419
"steep_full","Крутая прямая",0.2,2,"quantile_09","Quantile 0.9",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,1000
"steep_full","Крутая прямая",0.2,3,"cssa_row_row","CSSA ROW-ROW",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,180
"steep_full","Крутая прямая",0.2,3,"bm3d","BM3D",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,103
"steep_full","Крутая прямая",0.2,3,"median","Median",0,2.68,0.2,4.2228417412524e-06,0.66856173872721,1209
"steep_full","Крутая прямая",0.2,3,"wiener","Wiener",-1,2.69,0.305572809000084,0.000145321949961511,0.366715148309965,439
"steep_full","Крутая прямая",0.2,3,"quantile_09","Quantile 0.9",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,1000
"steep_full","Крутая прямая",0.2,4,"cssa_row_row","CSSA ROW-ROW",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,167
"steep_full","Крутая прямая",0.2,4,"bm3d","BM3D",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,103
"steep_full","Крутая прямая",0.2,4,"median","Median",0,2.68,0.2,4.2228417412524e-06,0.66856173872721,1243
"steep_full","Крутая прямая",0.2,4,"wiener","Wiener",0,2.68,0.2,4.2228417412524e-06,0.66856173872721,437
"steep_full","Крутая прямая",0.2,4,"quantile_09","Quantile 0.9",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,1000
"steep_full","Крутая прямая",0.2,5,"cssa_row_row","CSSA ROW-ROW",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,190
"steep_full","Крутая прямая",0.2,5,"bm3d","BM3D",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,106
"steep_full","Крутая прямая",0.2,5,"median","Median",-1,2.68,0.305572809000084,4.2228417412524e-06,0.223606797749979,1184
"steep_full","Крутая прямая",0.2,5,"wiener","Wiener",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,432
"steep_full","Крутая прямая",0.2,5,"quantile_09","Quantile 0.9",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,1000
"steep_full","Крутая прямая",0.2,6,"cssa_row_row","CSSA ROW-ROW",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,180
"steep_full","Крутая прямая",0.2,6,"bm3d","BM3D",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,100
"steep_full","Крутая прямая",0.2,6,"median","Median",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,1247
"steep_full","Крутая прямая",0.2,6,"wiener","Wiener",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,452
"steep_full","Крутая прямая",0.2,6,"quantile_09","Quantile 0.9",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,1000
"steep_full","Крутая прямая",0.2,7,"cssa_row_row","CSSA ROW-ROW",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,163
"steep_full","Крутая прямая",0.2,7,"bm3d","BM3D",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,100
"steep_full","Крутая прямая",0.2,7,"median","Median",1,2.66,2.09442719099992,0.000322024625300725,0.576306179767987,1282
"steep_full","Крутая прямая",0.2,7,"wiener","Wiener",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,419
"steep_full","Крутая прямая",0.2,7,"quantile_09","Quantile 0.9",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,1000
"steep_full","Крутая прямая",0.2,8,"cssa_row_row","CSSA ROW-ROW",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,170
"steep_full","Крутая прямая",0.2,8,"bm3d","BM3D",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,101
"steep_full","Крутая прямая",0.2,8,"median","Median",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,1231
"steep_full","Крутая прямая",0.2,8,"wiener","Wiener",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,419
"steep_full","Крутая прямая",0.2,8,"quantile_09","Quantile 0.9",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,1000
"steep_full","Крутая прямая",0.2,9,"cssa_row_row","CSSA ROW-ROW",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,186
"steep_full","Крутая прямая",0.2,9,"bm3d","BM3D",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,101
"steep_full","Крутая прямая",0.2,9,"median","Median",0,2.68,0.2,4.2228417412524e-06,0.66856173872721,1372
"steep_full","Крутая прямая",0.2,9,"wiener","Wiener",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,474
"steep_full","Крутая прямая",0.2,9,"quantile_09","Quantile 0.9",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,1000
"steep_full","Крутая прямая",0.2,10,"cssa_row_row","CSSA ROW-ROW",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,175
"steep_full","Крутая прямая",0.2,10,"bm3d","BM3D",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,104
"steep_full","Крутая прямая",0.2,10,"median","Median",0,2.68,0.2,4.2228417412524e-06,0.66856173872721,1260
"steep_full","Крутая прямая",0.2,10,"wiener","Wiener",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,430
"steep_full","Крутая прямая",0.2,10,"quantile_09","Quantile 0.9",0,2.67,0.2,6.31237335209922e-05,0.225865452272706,1000
"steep_shifted","Крутая смещенная",0.2,1,"cssa_row_row","CSSA ROW-ROW",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,187
"steep_shifted","Крутая смещенная",0.2,1,"bm3d","BM3D",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,103
"steep_shifted","Крутая смещенная",0.2,1,"median","Median",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1343
"steep_shifted","Крутая смещенная",0.2,1,"wiener","Wiener",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,485
"steep_shifted","Крутая смещенная",0.2,1,"quantile_09","Quantile 0.9",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1000
"steep_shifted","Крутая смещенная",0.2,2,"cssa_row_row","CSSA ROW-ROW",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,173
"steep_shifted","Крутая смещенная",0.2,2,"bm3d","BM3D",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,100
"steep_shifted","Крутая смещенная",0.2,2,"median","Median",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1299
"steep_shifted","Крутая смещенная",0.2,2,"wiener","Wiener",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,471
"steep_shifted","Крутая смещенная",0.2,2,"quantile_09","Quantile 0.9",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1000
"steep_shifted","Крутая смещенная",0.2,3,"cssa_row_row","CSSA ROW-ROW",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,168
"steep_shifted","Крутая смещенная",0.2,3,"bm3d","BM3D",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,101
"steep_shifted","Крутая смещенная",0.2,3,"median","Median",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1221
"steep_shifted","Крутая смещенная",0.2,3,"wiener","Wiener",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,410
"steep_shifted","Крутая смещенная",0.2,3,"quantile_09","Quantile 0.9",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1000
"steep_shifted","Крутая смещенная",0.2,4,"cssa_row_row","CSSA ROW-ROW",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,189
"steep_shifted","Крутая смещенная",0.2,4,"bm3d","BM3D",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,101
"steep_shifted","Крутая смещенная",0.2,4,"median","Median",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1261
"steep_shifted","Крутая смещенная",0.2,4,"wiener","Wiener",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,442
"steep_shifted","Крутая смещенная",0.2,4,"quantile_09","Quantile 0.9",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1000
"steep_shifted","Крутая смещенная",0.2,5,"cssa_row_row","CSSA ROW-ROW",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,192
"steep_shifted","Крутая смещенная",0.2,5,"bm3d","BM3D",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,101
"steep_shifted","Крутая смещенная",0.2,5,"median","Median",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1110
"steep_shifted","Крутая смещенная",0.2,5,"wiener","Wiener",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,405
"steep_shifted","Крутая смещенная",0.2,5,"quantile_09","Quantile 0.9",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1000
"steep_shifted","Крутая смещенная",0.2,6,"cssa_row_row","CSSA ROW-ROW",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,168
"steep_shifted","Крутая смещенная",0.2,6,"bm3d","BM3D",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,103
"steep_shifted","Крутая смещенная",0.2,6,"median","Median",-17,2.67,0.789510120057204,6.31237335209922e-05,0.563489130329947,1222
"steep_shifted","Крутая смещенная",0.2,6,"wiener","Wiener",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,456
"steep_shifted","Крутая смещенная",0.2,6,"quantile_09","Quantile 0.9",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1000
"steep_shifted","Крутая смещенная",0.2,7,"cssa_row_row","CSSA ROW-ROW",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,176
"steep_shifted","Крутая смещенная",0.2,7,"bm3d","BM3D",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,103
"steep_shifted","Крутая смещенная",0.2,7,"median","Median",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1242
"steep_shifted","Крутая смещенная",0.2,7,"wiener","Wiener",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,442
"steep_shifted","Крутая смещенная",0.2,7,"quantile_09","Quantile 0.9",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1000
"steep_shifted","Крутая смещенная",0.2,8,"cssa_row_row","CSSA ROW-ROW",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,154
"steep_shifted","Крутая смещенная",0.2,8,"bm3d","BM3D",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,103
"steep_shifted","Крутая смещенная",0.2,8,"median","Median",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1264
"steep_shifted","Крутая смещенная",0.2,8,"wiener","Wiener",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,472
"steep_shifted","Крутая смещенная",0.2,8,"quantile_09","Quantile 0.9",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1000
"steep_shifted","Крутая смещенная",0.2,9,"cssa_row_row","CSSA ROW-ROW",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,161
"steep_shifted","Крутая смещенная",0.2,9,"bm3d","BM3D",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,101
"steep_shifted","Крутая смещенная",0.2,9,"median","Median",-17,2.67,0.789510120057204,6.31237335209922e-05,0.563489130329947,1256
"steep_shifted","Крутая смещенная",0.2,9,"wiener","Wiener",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,430
"steep_shifted","Крутая смещенная",0.2,9,"quantile_09","Quantile 0.9",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1000
"steep_shifted","Крутая смещенная",0.2,10,"cssa_row_row","CSSA ROW-ROW",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,168
"steep_shifted","Крутая смещенная",0.2,10,"bm3d","BM3D",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,100
"steep_shifted","Крутая смещенная",0.2,10,"median","Median",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1164
"steep_shifted","Крутая смещенная",0.2,10,"wiener","Wiener",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,437
"steep_shifted","Крутая смещенная",0.2,10,"quantile_09","Quantile 0.9",-18,2.68,0.0124224800605672,4.2228417412524e-06,0.223606797749979,1000
